approved_mol_id,approved_smiles,approved_max_phase,approved_docking_score,approved_prediction,Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value,Value
mol_0004,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,4,-8.1,8.344064,CHEMBL1789941,RUXOLITINIB,4.0,306.37,0.0,3.47,7,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,IC50,'=',3.3,nM,8.48,,,UO_0000065,27.68,0.5,5.01,10.2,1,CHEMBL5331959,Inhibition of JAK1 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL5331057,1,Scientific Literature,Eur J Med Chem,2022.0,,,INHIBITOR,,3.3
mol_0004,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,4,-8.1,8.344064,CHEMBL1789941,RUXOLITINIB,4.0,306.37,0.0,3.47,Ruxolitinib,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,IC50,'=',40.0,nM,7.4,,,UO_0000065,24.15,0.44,3.93,8.89,0,CHEMBL3784146,Inhibition of JAK1 in human PBMC cells assessed as inhibition of IL-6-induced MCP1 secretion,B,BAO_0000219,cell-based format,Homo sapiens,,,PBMC,,,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL3779778,1,Scientific Literature,Bioorg Med Chem Lett,2016.0,CHEMBL3308021,,,,40.0
mol_0004,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,4,-8.1,8.344064,CHEMBL1789941,RUXOLITINIB,4.0,306.37,0.0,3.47,1,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,IC50,'=',4.0,nM,8.4,,,UO_0000065,27.41,0.5,4.93,10.1,0,CHEMBL4341685,Inhibition of human recombinant N-terminal hexahistidine tagged JAK1 JH1 catalytic domain (854 to 1154 residues) expressed in baculovirus infected Sf9 cells using Tyr6 peptide as substrate incubated for 30 secs under shaking condition measured after 1 hr by Z'-LYTE assay,B,BAO_0000219,cell-based format,Homo sapiens,,,Sf9,,,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL4340536,1,Scientific Literature,Bioorg Med Chem Lett,2019.0,CHEMBL3308860,,,,0.004
mol_0004,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,4,-8.1,8.344064,CHEMBL1789941,RUXOLITINIB,4.0,306.37,0.0,3.47,1,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,IC50,'=',3.2,nM,8.49,,,UO_0000065,27.73,0.5,5.02,10.21,1,CHEMBL4429695,Inhibition of human JAK1 using GEEPLYWSFPAKKK as substrate measured after 40 mins in presence of ATP by scintillation counting method,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL4428074,1,Scientific Literature,Bioorg Med Chem,2016.0,,,,,3.2
mol_0004,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,4,-8.1,8.344064,CHEMBL1789941,RUXOLITINIB,4.0,306.37,0.0,3.47,30,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,IC50,'=',3.3,nM,8.48,,,UO_0000065,27.68,0.5,5.01,10.2,1,CHEMBL5131643,Inhibition of JAK 1 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL5131375,1,Scientific Literature,J Med Chem,2022.0,,,INHIBITOR,,3.3
mol_0004,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,4,-8.1,8.344064,CHEMBL1789941,RUXOLITINIB,4.0,306.37,0.0,3.47,1,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,IC50,'=',3.3,nM,8.48,,,UO_0000065,27.68,0.5,5.01,10.2,1,CHEMBL4481926,Inhibition of human JAK1 (837 to 1142 residues) expressed in baculovirus infected Sf9 insect cells using EQEDEPEGDYFEWLE as substrate after 1 hr by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,,,Sf9,,,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL4480435,1,Scientific Literature,Bioorg Med Chem,2019.0,CHEMBL3308860,,,,3.3
mol_0004,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,4,-8.1,8.344064,CHEMBL1789941,RUXOLITINIB,4.0,306.37,0.0,3.47,Jakafi,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,IC50,'=',7.0,nM,8.15,,,UO_0000065,26.62,0.48,4.68,9.8,0,CHEMBL3803215,Inhibition of JAK1 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL3797141,1,Scientific Literature,Bioorg Med Chem,2016.0,,,,,7.0
mol_0004,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,4,-8.1,8.344064,CHEMBL1789941,RUXOLITINIB,4.0,306.37,0.0,3.47,Jakafi,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,IC50,'=',1.1,nM,8.96,,,UO_0000065,29.24,0.53,5.49,10.77,0,CHEMBL5038805,Inhibition of JAK1 (unknown origin) preincubated for 60 mins followed by reagent A addition and measured after 60 mins in presence of ATP by using microplate reader method,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL5038570,1,Scientific Literature,J Med Chem,2022.0,,TIME = 2.0 hr,INHIBITOR,,1.1
mol_0004,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,4,-8.1,8.344064,CHEMBL1789941,RUXOLITINIB,4.0,306.37,0.0,3.47,64,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,IC50,'=',6.0,nM,8.22,,,UO_0000065,26.84,0.49,4.75,9.88,1,CHEMBL4351041,Inhibition of JAK1 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL4350951,1,Scientific Literature,J Med Chem,2019.0,,,,,6.0
mol_0005,CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,4,-7.9,8.392914,CHEMBL2105759,BARICITINIB,4.0,371.43,0.0,1.1,6,CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,IC50,'=',4.0,nM,8.4,,,UO_0000065,22.61,0.44,7.3,6.97,0,CHEMBL3301297,Inhibition of JAK1 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL3297690,1,Scientific Literature,J Med Chem,2014.0,,,,,4.0
mol_0005,CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,4,-7.9,8.392914,CHEMBL2105759,BARICITINIB,4.0,371.43,0.0,1.1,baricitinib,CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,IC50,'=',6.0,nM,8.22,,,UO_0000065,22.14,0.43,7.12,6.82,0,CHEMBL3625889,Inhibition of JAK1 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL3621116,1,Scientific Literature,J Med Chem,2015.0,,,,,6.0
mol_0005,CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,4,-7.9,8.392914,CHEMBL2105759,BARICITINIB,4.0,371.43,0.0,1.1,Baricitinib,CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,IC50,'=',4.0,nM,8.4,,,UO_0000065,22.61,0.44,7.3,6.97,1,CHEMBL3803215,Inhibition of JAK1 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL3797141,1,Scientific Literature,Bioorg Med Chem,2016.0,,,,,4.0
mol_0005,CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,4,-7.9,8.392914,CHEMBL2105759,BARICITINIB,4.0,371.43,0.0,1.1,4; LY3009104,CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,IC50,'=',5.9,nM,8.23,,,UO_0000065,22.16,0.43,7.13,6.83,1,CHEMBL5131643,Inhibition of JAK 1 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL5131375,1,Scientific Literature,J Med Chem,2022.0,,,INHIBITOR,,5.9
mol_0005,CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,4,-7.9,8.392914,CHEMBL2105759,BARICITINIB,4.0,371.43,0.0,1.1,Baricitinib,CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,IC50,'=',0.99,nM,9.0,,,UO_0000065,24.24,0.47,7.9,7.47,0,CHEMBL3766652,Inhibition of JAK1 (unknown origin) using Ulight-JAK1 substrate peptide assessed as reduction in ATP-dependent substrate phosphorylation after 45 mins by TR-FRET assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL3763089,1,Scientific Literature,J Med Chem,2016.0,,,,,0.99
mol_0005,CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,4,-7.9,8.392914,CHEMBL2105759,BARICITINIB,4.0,371.43,0.0,1.1,Baricitinib,CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,IC50,'=',4.0,nM,8.4,,,UO_0000065,22.61,0.44,7.3,6.97,1,CHEMBL4812333,Inhibition of recombinant human N-terminal GST-tagged JAK1 (850 to 1154 residues) expressed in baculovirus expression system,B,BAO_0000019,assay format,Homo sapiens,,,,,,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL4811248,1,Scientific Literature,Eur J Med Chem,2021.0,,,INHIBITOR,,4.0
mol_0005,CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,4,-7.9,8.392914,CHEMBL2105759,BARICITINIB,4.0,371.43,0.0,1.1,Baricitinib,CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,IC50,'=',5.8,nM,8.24,,,UO_0000065,22.18,0.43,7.14,6.83,1,CHEMBL5342284,Inhibition of recombinant epitope tagged JAK1 (unknown origin) (837 to 1142 residues) using peptide substrate in presence of ATP by time-resolved fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL5338778,1,Scientific Literature,J Med Chem,2023.0,,,INHIBITOR,,5.8
mol_0005,CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,4,-7.9,8.392914,CHEMBL2105759,BARICITINIB,4.0,371.43,0.0,1.1,5,CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,IC50,'=',5.9,nM,8.23,,,UO_0000065,22.16,0.43,7.13,6.83,1,CHEMBL5159165,Inhibition of recombinant JAK1 (837 to 1142 residues) (unknown origin) by HTRF assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL5154743,1,Scientific Literature,J Med Chem,2022.0,,,INHIBITOR,,5.9
mol_0005,CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,4,-7.9,8.392914,CHEMBL2105759,BARICITINIB,4.0,371.43,0.0,1.1,6,CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,IC50,'=',5.9,nM,8.23,,,UO_0000065,22.16,0.43,7.13,6.83,1,CHEMBL4829130,Inhibition of JAK1 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL4828715,1,Scientific Literature,J Med Chem,2021.0,,,INHIBITOR,,5.9
mol_0005,CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,4,-7.9,8.392914,CHEMBL2105759,BARICITINIB,4.0,371.43,0.0,1.1,Barcitinib,CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,IC50,'=',5.9,nM,8.23,,,UO_0000065,22.16,0.43,7.13,6.83,1,CHEMBL5385203,Inhibition of JAK1 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL5380863,1,Scientific Literature,J Med Chem,2023.0,,,INHIBITOR,,5.9
mol_0005,CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,4,-7.9,8.392914,CHEMBL2105759,BARICITINIB,4.0,371.43,0.0,1.1,3,CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,IC50,'=',5.9,nM,8.23,,,UO_0000065,22.16,0.43,7.13,6.83,0,CHEMBL4341337,Inhibition of recombinant epitope tagged JAK1 kinase domain (837 to 1142 residues) (unknown origin) using peptide substrate by fluorescence based assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL4340527,1,Scientific Literature,Bioorg Med Chem,2019.0,,,,,5.9
mol_0005,CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,4,-7.9,8.392914,CHEMBL2105759,BARICITINIB,4.0,371.43,0.0,1.1,2,CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,IC50,'=',5.9,nM,8.23,,,UO_0000065,22.16,0.43,7.13,6.83,1,CHEMBL5346987,Inhibition of recombinant epitope tagged JAK1 (unknown origin) (837 to 1142 residues) using peptide as substrate in presence of ATP by homogeneous time-resolved fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL5346859,1,Scientific Literature,Eur J Med Chem,2022.0,,,INHIBITOR,,5.9
mol_0005,CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,4,-7.9,8.392914,CHEMBL2105759,BARICITINIB,4.0,371.43,0.0,1.1,INCB-028050; 34,CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,IC50,'=',4.0,nM,8.4,,,UO_0000065,22.61,0.44,7.3,6.97,1,CHEMBL5153408,Inhibition of JAK1 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL5150054,1,Scientific Literature,RSC Med Chem,2022.0,,,INHIBITOR,,4.0
mol_0005,CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,4,-7.9,8.392914,CHEMBL2105759,BARICITINIB,4.0,371.43,0.0,1.1,5,CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,IC50,'=',5.9,nM,8.23,,,UO_0000065,22.16,0.43,7.13,6.83,1,CHEMBL5150285,Reversible inhibition of JAK1 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL5149965,1,Scientific Literature,J Med Chem,2021.0,,,INHIBITOR,,5.9
mol_0005,CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,4,-7.9,8.392914,CHEMBL2105759,BARICITINIB,4.0,371.43,0.0,1.1,Baricitinib,CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,IC50,'=',2.4,nM,8.62,,,UO_0000065,23.21,0.45,7.52,7.15,0,CHEMBL5319083,Inhibition of JAK1 JH1 domain (unknown origin) using FITC-Ahx-KKSRGDYMTMQIG-NH2 peptide as substrate incubated for 60 mins in the presence of ATP by caliper microfluidic mobility shift technology,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL5316322,1,Scientific Literature,J Med Chem,2023.0,,TIME = 1.0 hr,INHIBITOR,,2.4
mol_0005,CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,4,-7.9,8.392914,CHEMBL2105759,BARICITINIB,4.0,371.43,0.0,1.1,2,CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,IC50,'=',4.0,nM,8.4,,,UO_0000065,22.61,0.44,7.3,6.97,1,CHEMBL4022969,Inhibition of recombinant human JAK1 using 5'FAM-KKSRGDYMTMQID as substrate in presence of 1 mM ATP by mobility shift assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL4020822,1,Scientific Literature,J Med Chem,2018.0,,,,,0.004
mol_0005,CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,4,-7.9,8.392914,CHEMBL2105759,BARICITINIB,4.0,371.43,0.0,1.1,3,CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,IC50,'=',5.9,nM,8.23,,,UO_0000065,22.16,0.43,7.13,6.83,0,CHEMBL4341346,Inhibition of JAK1 (unknown origin) using TK-substrate-biotin as substrate preincubated for 5 mins followed by substrate addition and measured by 30 mins by HTRF assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL4340527,1,Scientific Literature,Bioorg Med Chem,2019.0,,,,,5.9
mol_0006,CC1(C)CN(C(=O)c2ccc(-c3cccc4nc(NC(=O)C5CC5)nn34)cc2)C1,2,-10.0,8.048074,CHEMBL3301606,SOLCITINIB,2.0,389.46,0.0,3.23,29,CC1(C)CN(C(=O)c2ccc(-c3cccc4nc(NC(=O)C5CC5)nn34)cc2)C1,IC50,'=',9.8,nM,8.01,,,UO_0000065,20.56,0.38,4.78,10.06,0,CHEMBL5245516,Inhibition of JAK1 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL5244234,1,Scientific Literature,Eur J Med Chem,2020.0,,,INHIBITOR,,9.8
mol_0006,CC1(C)CN(C(=O)c2ccc(-c3cccc4nc(NC(=O)C5CC5)nn34)cc2)C1,2,-10.0,8.048074,CHEMBL3301606,SOLCITINIB,2.0,389.46,0.0,3.23,BDBM128101,CC1(C)CN(C(=O)c2ccc(-c3cccc4nc(NC(=O)C5CC5)nn34)cc2)C1,IC50,'=',6.6,nM,8.18,,258843,UO_0000065,21.0,0.39,4.95,10.28,0,CHEMBL3706062,"Inhibition Assay: Recombinant human JAK1 (catalytic domain, amino acids 866-1154; catalog number PV4774) was purchased from Invitrogen. 1 ng of JAK1 was incubated with 20 nM Ulight-JAK1(tyr1023) peptide (Perkin Elmer catalog number TRF0121) in kinase reaction buffer (25 mM MOPS pH6.8, 0.016% Brij-35, 8.33 mM MgCl2, 3.33 mM DTT, 7 uM ATP) with or without 4 uL containing test compound or vehicle (DMSO, 1% final concentration), in a total volume of 20 uL, in a white 384 Luminotrac 200 plate (Greiner, catalog number 781075). After 60 min at room temperature, reactions were stopped by adding 20 uL/well of detection mixture (1x detection buffer (Perkin Elmer, catalog number CR97-100C), 0.5 nM Europium-anti-phosphotyrosine (PT66) (Perkin Elmer, catalog number AD0068), 10 mM EDTA). Readout is performed using the Envision with excitation at 320 nm and measuring emission at 615 nm (Perkin Elmer). Kinase activity was calculated by subtracting relative fluorescence units (RFU).",B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL3638949,37,BindingDB Patent Bioactivity Data,,2014.0,,,,,6.6
mol_0007,O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1,4,-10.0,7.2956185,CHEMBL3301607,FILGOTINIB,4.0,425.51,0.0,1.98,filgotinib,O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1,IC50,'=',10.0,nM,8.0,,,UO_0000065,18.8,0.36,6.02,8.28,1,CHEMBL3625889,Inhibition of JAK1 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL3621116,1,Scientific Literature,J Med Chem,2015.0,,,,,10.0
mol_0007,O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1,4,-10.0,7.2956185,CHEMBL3301607,FILGOTINIB,4.0,425.51,0.0,1.98,8,O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1,IC50,'=',363.0,nM,6.44,,,UO_0000065,15.13,0.29,4.46,6.66,0,CHEMBL3301297,Inhibition of JAK1 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL3297690,1,Scientific Literature,J Med Chem,2014.0,,,,,363.0
mol_0007,O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1,4,-10.0,7.2956185,CHEMBL3301607,FILGOTINIB,4.0,425.51,0.0,1.98,6,O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1,IC50,'=',636.0,nM,6.2,,,UO_0000065,14.56,0.28,4.22,6.41,0,CHEMBL4714259,Inhibition of recombinant human JAK1 assessed as phosphorylation level in presence of 1 mM ATP,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL4706695,1,Scientific Literature,Bioorg Med Chem Lett,2021.0,,,INHIBITOR,,636.0
mol_0007,O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1,4,-10.0,7.2956185,CHEMBL3301607,FILGOTINIB,4.0,425.51,0.0,1.98,BDBM103727,O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1,IC50,'=',48.29,nM,7.32,,221697,UO_0000065,17.19,0.33,5.34,7.57,0,CHEMBL3705086,Inhibition Assay: In vitro inhibition assay using various enzyme.,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL3638964,37,BindingDB Patent Bioactivity Data,,2013.0,,,,,48.29
