approved_mol_id,approved_smiles,approved_max_phase,approved_docking_score,approved_prediction,Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value,Value
mol_0011,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12,4,-8.1,7.6581125,CHEMBL3622821,UPADACITINIB,4.0,380.37,0.0,2.91,EUB0000644a,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12,IC50,'=',2.0,nM,8.7,,,UO_0000065,,,,,0,CHEMBL5445928,"Affinity Phenotypic Cellular interaction: (Cytokine potency assay (cytokine IL-4, JAK1/3, pSTAT6 in HEKa, human epithelial keratinocytes, adult cells)) EUB0000644a JAK1",F,BAO_0000219,cell-based format,Homo sapiens,,,Keratinocyte,,Mode of action: Inhibitor | Protein family: Protein kinase | Recommended concentration = 1.0 uM,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL5444388,65,EUbOPEN Chemogenomic Library Literature Data,,2024.0,CHEMBL4295353,Affinity Phenotypic Cellular Source Knowledge: https://pubmed.ncbi.nlm.nih.gov/30886973/,,,2.0
mol_0011,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12,4,-8.1,7.6581125,CHEMBL3622821,UPADACITINIB,4.0,380.37,0.0,2.91,EUB0000644a,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12,IC50,'=',11.0,nM,7.96,,,UO_0000065,,,,,0,CHEMBL5445920,"Affinity Phenotypic Cellular interaction: (Cytokine potency assay (cytokine IL-6, JAK1, pSTAT3 in TF-1 cells)) EUB0000644a JAK1",F,BAO_0000219,cell-based format,Homo sapiens,,,TF-1,,Mode of action: Inhibitor | Protein family: Protein kinase | Recommended concentration = 1.0 uM,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL5444388,65,EUbOPEN Chemogenomic Library Literature Data,,2024.0,CHEMBL3307972,Affinity Phenotypic Cellular Source Knowledge: https://pubmed.ncbi.nlm.nih.gov/30886973/,,,11.0
mol_0011,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12,4,-8.1,7.6581125,CHEMBL3622821,UPADACITINIB,4.0,380.37,0.0,2.91,EUB0000644a,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12,IC50,'=',1.6,nM,8.8,,,UO_0000065,,,,,0,CHEMBL5445923,"Affinity Phenotypic Cellular interaction: (Cytokine potency assay (cytokine OSM, JAK1, pSTAT3 in TF-1 cells)) EUB0000644a JAK1",F,BAO_0000219,cell-based format,Homo sapiens,,,TF-1,,Mode of action: Inhibitor | Protein family: Protein kinase | Recommended concentration = 1.0 uM,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL5444388,65,EUbOPEN Chemogenomic Library Literature Data,,2024.0,CHEMBL3307972,Affinity Phenotypic Cellular Source Knowledge: https://pubmed.ncbi.nlm.nih.gov/30886973/,,,1.6
mol_0011,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12,4,-8.1,7.6581125,CHEMBL3622821,UPADACITINIB,4.0,380.37,0.0,2.91,EUB0000644a,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12,IC50,'>',3.2,nM,,,,UO_0000065,,,,,0,CHEMBL5471968,Selectivity interaction (HTRF activity assay) EUB0000644a JAK1,B,BAO_0000357,single protein format,Homo sapiens,,,,,Protein family: Protein kinase,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL5465560,65,EUbOPEN Chemogenomic Library Literature Data,,2024.0,,Selectivity number of off-targets = 0.0 None | Selectivity number of targets = 85.0 None | Selectivity Remarks: In-vitro potency (using 0.001 mM ATP) | Source Knowledge: https://pubmed.ncbi.nlm.nih.gov/30886973/,,,0.0032
mol_0011,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12,4,-8.1,7.6581125,CHEMBL3622821,UPADACITINIB,4.0,380.37,0.0,2.91,EUB0000644a,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12,IC50,'=',47.0,nM,7.33,,,UO_0000065,19.27,0.37,4.42,9.36,0,CHEMBL5471969,Selectivity interaction (Biochemical assay) EUB0000644a JAK1,B,BAO_0000357,single protein format,Homo sapiens,,,,,Protein family: Protein kinase,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL5465560,65,EUbOPEN Chemogenomic Library Literature Data,,2024.0,,Selectivity Remarks: In-vitro potency (using 0.1 mM ATP) | Source Knowledge: https://pubmed.ncbi.nlm.nih.gov/30886973/,,,47.0
mol_0011,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12,4,-8.1,7.6581125,CHEMBL3622821,UPADACITINIB,4.0,380.37,0.0,2.91,EUB0000644a,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12,IC50,'=',10.0,nM,8.0,,,UO_0000065,,,,,0,CHEMBL5445925,"Affinity Phenotypic Cellular interaction: (Cytokine potency assay (cytokine IL-2, JAK1/3, pSTAT5 in T-blast cells)) EUB0000644a JAK1",F,BAO_0000219,cell-based format,Homo sapiens,,,T-cell,,Mode of action: Inhibitor | Protein family: Protein kinase | Recommended concentration = 1.0 uM,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL5444388,65,EUbOPEN Chemogenomic Library Literature Data,,2024.0,CHEMBL3307588,Affinity Phenotypic Cellular Source Knowledge: https://pubmed.ncbi.nlm.nih.gov/30886973/,,,10.0
mol_0011,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12,4,-8.1,7.6581125,CHEMBL3622821,UPADACITINIB,4.0,380.37,0.0,2.91,EUB0000644a,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12,IC50,'=',22.0,nM,7.66,,,UO_0000065,,,,,0,CHEMBL5445926,"Affinity Phenotypic Cellular interaction: (Cytokine potency assay (cytokine IL-15, JAK1/3, pSTAT5 in T-blast cells)) EUB0000644a JAK1",F,BAO_0000219,cell-based format,Homo sapiens,,,T-cell,,Mode of action: Inhibitor | Protein family: Protein kinase | Recommended concentration = 1.0 uM,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL5444388,65,EUbOPEN Chemogenomic Library Literature Data,,2024.0,CHEMBL3307588,Affinity Phenotypic Cellular Source Knowledge: https://pubmed.ncbi.nlm.nih.gov/30886973/,,,22.0
mol_0011,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12,4,-8.1,7.6581125,CHEMBL3622821,UPADACITINIB,4.0,380.37,0.0,2.91,EUB0000644a,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12,IC50,'=',11.0,nM,7.96,,,UO_0000065,,,,,0,CHEMBL5445918,"Affinity Phenotypic Cellular interaction: (SureFire Assay kit (JAK1 dependent phosphorylation of STAT3, induced by IL-6 in TF-1 cells)) EUB0000644a JAK1",F,BAO_0000219,cell-based format,Homo sapiens,,,TF-1,,Mode of action: Inhibitor | Protein family: Protein kinase | Recommended concentration = 1.0 uM,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL5444388,65,EUbOPEN Chemogenomic Library Literature Data,,2024.0,CHEMBL3307972,Affinity Phenotypic Cellular Source Knowledge: https://pubmed.ncbi.nlm.nih.gov/30886973/,,,11.0
mol_0011,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12,4,-8.1,7.6581125,CHEMBL3622821,UPADACITINIB,4.0,380.37,0.0,2.91,EUB0000644a,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12,IC50,'=',43.0,nM,7.37,,,UO_0000065,19.37,0.37,4.46,9.41,0,CHEMBL5471967,Selectivity interaction (HTRF activity assay) EUB0000644a JAK1,B,BAO_0000357,single protein format,Homo sapiens,,,,,Protein family: Protein kinase,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL5465560,65,EUbOPEN Chemogenomic Library Literature Data,,2024.0,,Selectivity number of off-targets = 0.0 None | Selectivity number of targets = 85.0 None | Selectivity Remarks: In-vitro potency (using 0.1 mM ATP) | Source Knowledge: https://pubmed.ncbi.nlm.nih.gov/30886973/,,,0.043
mol_0011,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12,4,-8.1,7.6581125,CHEMBL3622821,UPADACITINIB,4.0,380.37,0.0,2.91,ABT-494,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12,IC50,'=',43.0,nM,7.37,,,UO_0000065,19.37,0.37,4.46,9.41,1,CHEMBL5131643,Inhibition of JAK 1 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL5131375,1,Scientific Literature,J Med Chem,2022.0,,,INHIBITOR,,43.0
mol_0011,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12,4,-8.1,7.6581125,CHEMBL3622821,UPADACITINIB,4.0,380.37,0.0,2.91,Upadacitinib,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12,IC50,'=',8.0,nM,8.1,,,UO_0000065,21.29,0.41,5.19,10.34,0,CHEMBL4258532,Inhibition of JAK1 (unknown origin) by cell-based assay,B,BAO_0000219,cell-based format,Homo sapiens,,,,,,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL4257478,1,Scientific Literature,Medchemcomm,2018.0,,,,,8.0
mol_0011,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12,4,-8.1,7.6581125,CHEMBL3622821,UPADACITINIB,4.0,380.37,0.0,2.91,326,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12,IC50,'=',45.0,nM,7.35,,,UO_0000065,19.31,0.37,4.44,9.38,0,CHEMBL5231720,Inhibition of JAK1 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL5230126,1,Scientific Literature,Eur J Med Chem,2020.0,,,INHIBITOR,,0.045
mol_0011,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12,4,-8.1,7.6581125,CHEMBL3622821,UPADACITINIB,4.0,380.37,0.0,2.91,EUB0000644a,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12,IC50,'=',19.0,nM,7.72,,,UO_0000065,,,,,0,CHEMBL5445927,"Affinity Phenotypic Cellular interaction: (Cytokine potency assay (cytokine INFgamma, JAK1/2, pSTAT1 in CD14+ monocyte cells)) EUB0000644a JAK1",F,BAO_0000219,cell-based format,Homo sapiens,,,Monocyte,,Mode of action: Inhibitor | Protein family: Protein kinase | Recommended concentration = 1.0 uM,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL5444388,65,EUbOPEN Chemogenomic Library Literature Data,,2024.0,CHEMBL3308025,Affinity Phenotypic Cellular Source Knowledge: https://pubmed.ncbi.nlm.nih.gov/30886973/,,,19.0
mol_0011,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12,4,-8.1,7.6581125,CHEMBL3622821,UPADACITINIB,4.0,380.37,0.0,2.91,5,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12,IC50,'=',8.0,nM,8.1,,,UO_0000065,21.29,0.41,5.19,10.34,1,CHEMBL4341341,Inhibition of JAK1 (unknown origin) by cell based assay,B,BAO_0000219,cell-based format,Homo sapiens,,,,,,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL4340527,1,Scientific Literature,Bioorg Med Chem,2019.0,,,,,8.0
mol_0011,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12,4,-8.1,7.6581125,CHEMBL3622821,UPADACITINIB,4.0,380.37,0.0,2.91,EUB0000644a,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12,IC50,'=',14.0,nM,7.85,,,UO_0000065,20.65,0.4,4.94,10.03,0,CHEMBL5445992,Affinity On-target Cellular interaction: (SureFire pSTAT5 Assay kit (phosphorylation of STAT5 in BCR-JAK1 Ba/F3 engineered cells)) EUB0000644a JAK1,B,BAO_0000219,cell-based format,Mus musculus,,,BaF3,,Mode of action: Inhibitor | Protein family: Protein Kinase | Recommended concentration = 1.0 uM,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL5445981,65,EUbOPEN Chemogenomic Library Literature Data,,2024.0,CHEMBL3307634,Affinity On-target Cellular Source Knowledge: https://pubmed.ncbi.nlm.nih.gov/30886973/,,,14.0
mol_0011,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12,4,-8.1,7.6581125,CHEMBL3622821,UPADACITINIB,4.0,380.37,0.0,2.91,11,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12,IC50,'=',43.0,nM,7.37,,,UO_0000065,19.37,0.37,4.46,9.41,0,CHEMBL4309400,Inhibition of recombinant JAK1 (unknown origin) by alpha-screen assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL4308837,1,Scientific Literature,J Med Chem,2018.0,,,,,43.0
mol_0011,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12,4,-8.1,7.6581125,CHEMBL3622821,UPADACITINIB,4.0,380.37,0.0,2.91,EUB0000644a,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12,IC50,'=',78.0,nM,7.11,,,UO_0000065,,,,,0,CHEMBL5445921,"Affinity Phenotypic Cellular interaction: (Cytokine potency assay (cytokine IL-6, JAK1, pSTAT3 in CD14+whole blood cells)) EUB0000644a JAK1",F,BAO_0000219,cell-based format,Homo sapiens,CHEMBL3638178,Blood,,,Mode of action: Inhibitor | Protein family: Protein kinase | Recommended concentration = 1.0 uM,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL5444388,65,EUbOPEN Chemogenomic Library Literature Data,,2024.0,,Affinity Phenotypic Cellular Source Knowledge: https://pubmed.ncbi.nlm.nih.gov/30886973/,,,78.0
mol_0011,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12,4,-8.1,7.6581125,CHEMBL3622821,UPADACITINIB,4.0,380.37,0.0,2.91,EUB0000644a,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12,IC50,'=',4.0,nM,8.4,,,UO_0000065,,,,,0,CHEMBL5445929,"Affinity Phenotypic Cellular interaction: (Cytokine potency assay (cytokine IL-13, JAK1/TYK2, pSTAT6 in HEKa, human epithelial keratinocytes, adult cells)) EUB0000644a JAK1",F,BAO_0000219,cell-based format,Homo sapiens,,,Keratinocyte,,Mode of action: Inhibitor | Protein family: Protein kinase | Recommended concentration = 1.0 uM,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL5444388,65,EUbOPEN Chemogenomic Library Literature Data,,2024.0,CHEMBL4295353,Affinity Phenotypic Cellular Source Knowledge: https://pubmed.ncbi.nlm.nih.gov/30886973/,,,4.0
mol_0011,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12,4,-8.1,7.6581125,CHEMBL3622821,UPADACITINIB,4.0,380.37,0.0,2.91,Upadacitinib,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12,IC50,'=',0.8,nM,9.1,,,UO_0000065,23.92,0.46,6.19,11.62,0,CHEMBL5319083,Inhibition of JAK1 JH1 domain (unknown origin) using FITC-Ahx-KKSRGDYMTMQIG-NH2 peptide as substrate incubated for 60 mins in the presence of ATP by caliper microfluidic mobility shift technology,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL5316322,1,Scientific Literature,J Med Chem,2023.0,,TIME = 1.0 hr,INHIBITOR,,0.8
mol_0011,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12,4,-8.1,7.6581125,CHEMBL3622821,UPADACITINIB,4.0,380.37,0.0,2.91,EUB0000644a,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12,IC50,'=',43.0,nM,7.37,,,UO_0000065,19.37,0.37,4.46,9.41,0,CHEMBL5446113,Affinity Biochemical interaction: (HTRF assay  (0.1 mM ATP)) EUB0000644a JAK1,B,BAO_0000357,single protein format,Homo sapiens,,,,,Mode of action: Inhibitor | Protein family: Protein Kinase | Recommended concentration = 1.0 uM,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL5446079,65,EUbOPEN Chemogenomic Library Literature Data,,2024.0,,Affinity Biochemical Source Knowledge: https://pubmed.ncbi.nlm.nih.gov/30886973/,,,43.0
mol_0011,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12,4,-8.1,7.6581125,CHEMBL3622821,UPADACITINIB,4.0,380.37,0.0,2.91,4,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12,IC50,'=',47.0,nM,7.33,,,UO_0000065,19.27,0.37,4.42,9.36,1,CHEMBL5133082,Inhibition of recombinant human GST-fused JAK1 (845 to 1142 residues) expressed in Sf9 cells at varying concentrations of ATP by competitive binding assay,B,BAO_0000219,cell-based format,Homo sapiens,,,Sf9,,,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL5131403,1,Scientific Literature,Bioorg Med Chem Lett,2022.0,,,INHIBITOR,,47.0
mol_0011,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12,4,-8.1,7.6581125,CHEMBL3622821,UPADACITINIB,4.0,380.37,0.0,2.91,6,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12,IC50,'=',47.0,nM,7.33,,,UO_0000065,19.27,0.37,4.42,9.36,1,CHEMBL5347003,Inhibition of recombinant human GST-tagged JAK1 catalytic domain (845 to 1142 residues) expressed in Sf9 cells in presence of ATP,B,BAO_0000219,cell-based format,Homo sapiens,,,Sf9,,,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL5346859,1,Scientific Literature,Eur J Med Chem,2022.0,,,INHIBITOR,,47.0
mol_0011,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12,4,-8.1,7.6581125,CHEMBL3622821,UPADACITINIB,4.0,380.37,0.0,2.91,Upadacitinib,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12,IC50,'=',207.0,nM,6.68,,,UO_0000065,,,,,0,CHEMBL5445922,"Affinity Phenotypic Cellular interaction: (Cytokine potency assay (cytokine IL-6, JAK1, pSTAT3 in CD3+whole blood cells)) EUB0000644a JAK1",F,BAO_0000219,cell-based format,Homo sapiens,CHEMBL3638178,Blood,,,Mode of action: Inhibitor | Protein family: Protein kinase | Recommended concentration = 1.0 uM,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL5444388,65,EUbOPEN Chemogenomic Library Literature Data,,2024.0,,Affinity Phenotypic Cellular Source Knowledge: https://pubmed.ncbi.nlm.nih.gov/30886973/,,,207.0
mol_0011,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12,4,-8.1,7.6581125,CHEMBL3622821,UPADACITINIB,4.0,380.37,0.0,2.91,86,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12,IC50,'=',45.0,nM,7.35,,,UO_0000065,19.31,0.37,4.44,9.38,1,CHEMBL5363706,Inhibition of JAK1 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL5360607,1,Scientific Literature,ACS Med Chem Lett,2023.0,,,INHIBITOR,,45.0
mol_0011,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12,4,-8.1,7.6581125,CHEMBL3622821,UPADACITINIB,4.0,380.37,0.0,2.91,Upadacitinib,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12,IC50,'=',43.0,nM,7.37,,,UO_0000065,19.37,0.37,4.46,9.41,1,CHEMBL5119405,Inhibition of JAK1 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL5113519,1,Scientific Literature,J Med Chem,2022.0,,,INHIBITOR,,43.0
mol_0011,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12,4,-8.1,7.6581125,CHEMBL3622821,UPADACITINIB,4.0,380.37,0.0,2.91,Upadacitinib,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12,IC50,'=',47.0,nM,7.33,,,UO_0000065,19.27,0.37,4.42,9.36,1,CHEMBL5385203,Inhibition of JAK1 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL5380863,1,Scientific Literature,J Med Chem,2023.0,,,INHIBITOR,,47.0
mol_0011,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12,4,-8.1,7.6581125,CHEMBL3622821,UPADACITINIB,4.0,380.37,0.0,2.91,Upadacitinib,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12,IC50,'=',3.0,nM,8.52,,,UO_0000065,,,,,0,CHEMBL5445930,"Affinity Phenotypic Cellular interaction: (Cytokine potency assay (cytokine IL-31, JAK1/2, pSTAT3 in HEKa, human epithelial keratinocytes, adult cells)) EUB0000644a JAK1",F,BAO_0000219,cell-based format,Homo sapiens,,,Keratinocyte,,Mode of action: Inhibitor | Protein family: Protein kinase | Recommended concentration = 1.0 uM,,,CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,CHEMBL5444388,65,EUbOPEN Chemogenomic Library Literature Data,,2024.0,CHEMBL4295353,Affinity Phenotypic Cellular Source Knowledge: https://pubmed.ncbi.nlm.nih.gov/30886973/,,,3.0
